experiment_id,subject_id,college,consent_granted,consent_version,deletion_requested,withdrawn_from_experiment,eligible,assigned_at,variant,exposed,application_started_7d,application_submitted_7d,interview_completed_14d,offer_received_21d,event_count
exp_offer_nudge_v1,subj_00029,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00030,BMS Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00031,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,True,False,3
exp_offer_nudge_v1,subj_00032,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00033,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00034,New Horizon College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00035,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00036,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00037,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00038,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00039,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00040,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,True,False,3
exp_offer_nudge_v1,subj_00041,Dayananda Sagar College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00042,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00043,PES University,True,v2.1,False,True,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00044,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00045,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00046,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00047,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00048,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00049,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00050,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00051,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00052,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00053,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00054,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00055,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00056,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00057,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00058,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00059,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00060,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,True,False,False,3
exp_offer_nudge_v1,subj_00061,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00062,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,True,True,False,4
exp_offer_nudge_v1,subj_00063,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00064,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00065,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00066,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00067,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00068,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00069,CMR Institute of Technology,True,v2.1,True,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00070,New Horizon College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00071,Dayananda Sagar College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00072,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00073,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00074,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00075,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00076,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,True,True,True,5
exp_offer_nudge_v1,subj_00077,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00078,BMS Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00079,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00080,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00081,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00082,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00083,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00084,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00085,PES University,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00086,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00087,CMR Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00088,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00089,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00090,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00091,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00092,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,True,True,True,5
exp_offer_nudge_v1,subj_00093,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00094,New Horizon College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00095,Dayananda Sagar College of Engineering,False,,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00096,BMS Institute of Technology,True,v2.1,True,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00097,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00098,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00099,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00100,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00101,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00102,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00103,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00104,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00105,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00106,New Horizon College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00107,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00108,BMS Institute of Technology,False,,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00109,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00110,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00111,CMR Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00112,New Horizon College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00113,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00114,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00115,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00116,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00117,CMR Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00118,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00119,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00120,BMS Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00121,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,False,3
exp_offer_nudge_v1,subj_00122,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00123,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00124,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00125,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00126,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00127,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00128,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00129,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00130,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,False,3
exp_offer_nudge_v1,subj_00131,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,True,True,False,4
exp_offer_nudge_v1,subj_00132,BMS Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00133,PES University,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00134,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00135,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00136,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00137,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,True,False,False,3
exp_offer_nudge_v1,subj_00138,BMS Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00139,PES University,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00140,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00141,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00142,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00143,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00144,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00145,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00146,RV College of Engineering,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00147,CMR Institute of Technology,True,v2.1,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00148,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00149,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,True,True,True,5
exp_offer_nudge_v1,subj_00150,BMS Institute of Technology,False,,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00151,PES University,True,v2.1,False,True,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00152,RV College of Engineering,False,,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00153,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00154,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00155,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00156,BMS Institute of Technology,True,v2.1,False,True,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00157,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00158,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00159,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00160,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00161,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00162,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00163,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,True,True,True,5
exp_offer_nudge_v1,subj_00164,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00165,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00166,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00167,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00168,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00169,PES University,True,v2.1,False,True,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00170,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00171,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00172,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00173,Dayananda Sagar College of Engineering,False,,False,False,False,2026-09-12T09:00:00+05:30,excluded,False,False,False,False,False,0
exp_offer_nudge_v1,subj_00174,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00175,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00176,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,True,True,4
exp_offer_nudge_v1,subj_00177,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00178,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00179,Dayananda Sagar College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00180,BMS Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
exp_offer_nudge_v1,subj_00181,PES University,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00182,RV College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,False,True,False,False,2
exp_offer_nudge_v1,subj_00183,CMR Institute of Technology,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,treatment,True,True,False,False,False,2
exp_offer_nudge_v1,subj_00184,New Horizon College of Engineering,True,v2.1,False,False,True,2026-09-12T09:00:00+05:30,control,True,False,False,False,False,1
