student_id,college_id,college,city,branch,cgpa,active_backlogs,profile_complete,documents_verified,eligible,registered_at
STU00178,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.79,0,True,True,True,2026-07-15T20:31
STU00179,COL006,CMR Institute of Technology,Bangalore,CSE,7.43,1,True,False,False,2026-08-11T12:18
STU00180,COL003,PES University,Bangalore,ECE,7.83,0,True,True,True,2026-07-20T13:48
STU00181,COL002,RV College of Engineering,Bangalore,ISE,8.89,1,False,True,False,2026-07-02T11:36
STU00182,COL003,PES University,Bangalore,ECE,6.66,0,True,True,True,2026-08-25T13:32
STU00183,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.53,1,True,True,False,2026-07-16T12:17
STU00184,COL006,CMR Institute of Technology,Bangalore,ECE,8.02,0,True,True,True,2026-08-12T15:40
STU00185,COL005,New Horizon College of Engineering,Bangalore,ISE,7.7,0,True,False,False,2026-07-27T09:07
STU00186,COL001,BMS Institute of Technology,Bangalore,ECE,8.59,0,True,True,True,2026-08-06T09:22
STU00187,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,8.46,0,True,True,True,2026-08-03T19:22
STU00188,COL006,CMR Institute of Technology,Bangalore,ECE,7.89,0,True,True,True,2026-07-19T16:28
STU00189,COL001,BMS Institute of Technology,Bangalore,ISE,7.72,0,True,True,True,2026-07-14T12:51
STU00190,COL003,PES University,Bangalore,EEE,7.68,1,True,True,False,2026-07-22T15:18
STU00191,COL002,RV College of Engineering,Bangalore,CSE,7.81,2,True,True,False,2026-07-15T11:38
STU00192,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.26,0,True,False,False,2026-07-28T11:32
STU00193,COL003,PES University,Bangalore,AI&ML,6.26,1,True,True,False,2026-08-23T15:19
STU00194,COL006,CMR Institute of Technology,Bangalore,EEE,7.71,0,True,True,True,2026-08-02T12:15
STU00195,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,6.06,0,True,True,False,2026-08-19T16:13
STU00196,COL006,CMR Institute of Technology,Bangalore,EEE,7.08,0,True,True,True,2026-08-06T14:58
STU00197,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.32,0,True,True,True,2026-08-21T09:31
STU00198,COL002,RV College of Engineering,Bangalore,AI&ML,8.79,0,False,True,False,2026-08-19T09:06
STU00199,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.43,0,True,True,True,2026-07-13T10:58
STU00200,COL005,New Horizon College of Engineering,Bangalore,CSE,7.26,2,True,True,False,2026-07-04T10:54
STU00201,COL005,New Horizon College of Engineering,Bangalore,EEE,8.3,0,True,True,True,2026-07-22T11:54
STU00202,COL005,New Horizon College of Engineering,Bangalore,ISE,8.27,0,True,True,True,2026-07-01T18:09
STU00203,COL002,RV College of Engineering,Bangalore,ISE,7.62,0,True,True,True,2026-07-25T09:32
STU00204,COL006,CMR Institute of Technology,Bangalore,CSE,7.31,0,True,True,True,2026-07-20T11:33
STU00205,COL006,CMR Institute of Technology,Bangalore,ECE,8.9,0,True,False,False,2026-07-12T14:42
STU00206,COL003,PES University,Bangalore,AI&ML,7.54,2,True,True,False,2026-07-19T20:50
STU00207,COL001,BMS Institute of Technology,Bangalore,ECE,7.65,0,True,True,True,2026-07-22T21:00
STU00208,COL003,PES University,Bangalore,ISE,8.65,0,True,False,False,2026-07-14T13:14
STU00209,COL003,PES University,Bangalore,EEE,7.42,0,True,True,True,2026-07-30T13:28
STU00210,COL003,PES University,Bangalore,EEE,7.3,1,True,True,False,2026-08-01T15:06
STU00211,COL005,New Horizon College of Engineering,Bangalore,CSE,7.43,0,False,True,False,2026-08-16T09:05
STU00212,COL001,BMS Institute of Technology,Bangalore,ME,8.18,0,True,True,True,2026-07-26T16:29
STU00213,COL002,RV College of Engineering,Bangalore,ECE,6.96,0,True,True,True,2026-08-12T16:43
STU00214,COL003,PES University,Bangalore,ME,9.17,0,True,True,True,2026-07-31T16:56
STU00215,COL002,RV College of Engineering,Bangalore,CSE,8.2,2,True,True,False,2026-07-20T14:09
STU00216,COL006,CMR Institute of Technology,Bangalore,CSE,7.8,0,False,True,False,2026-08-13T10:09
STU00217,COL005,New Horizon College of Engineering,Bangalore,ME,7.2,0,False,True,False,2026-08-24T19:44
STU00218,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,9.25,0,True,True,True,2026-07-26T09:45
STU00219,COL003,PES University,Bangalore,ECE,8.34,0,True,True,True,2026-07-26T14:22
STU00220,COL003,PES University,Bangalore,ME,7.9,1,True,False,False,2026-08-10T09:03
STU00221,COL005,New Horizon College of Engineering,Bangalore,CSE,7.69,0,False,True,False,2026-07-01T14:28
STU00222,COL006,CMR Institute of Technology,Bangalore,ME,8.86,2,True,True,False,2026-08-06T14:02
STU00223,COL003,PES University,Bangalore,ISE,7.66,0,False,True,False,2026-08-15T12:54
STU00224,COL006,CMR Institute of Technology,Bangalore,AI&ML,9.55,0,True,True,True,2026-08-22T11:28
STU00225,COL005,New Horizon College of Engineering,Bangalore,ME,6.25,0,False,True,False,2026-08-18T13:16
STU00226,COL001,BMS Institute of Technology,Bangalore,CSE,7.83,1,True,True,False,2026-07-06T09:09
STU00227,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.23,0,True,True,True,2026-07-23T16:39
STU00228,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,6.84,0,True,True,True,2026-07-04T14:19
STU00229,COL003,PES University,Bangalore,ME,8.22,0,True,True,True,2026-08-15T20:30
STU00230,COL006,CMR Institute of Technology,Bangalore,ME,7.65,0,True,True,True,2026-07-12T16:55
STU00231,COL006,CMR Institute of Technology,Bangalore,ISE,7.43,0,True,True,True,2026-07-14T10:49
STU00232,COL003,PES University,Bangalore,ECE,8.17,0,True,True,True,2026-07-21T10:06
STU00233,COL006,CMR Institute of Technology,Bangalore,ECE,8.21,0,True,True,True,2026-07-23T18:54
STU00234,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.24,0,True,False,False,2026-08-25T15:46
STU00235,COL006,CMR Institute of Technology,Bangalore,CSE,7.87,0,True,True,True,2026-08-14T13:50
STU00236,COL003,PES University,Bangalore,ME,6.8,0,True,True,True,2026-07-16T09:19
STU00237,COL002,RV College of Engineering,Bangalore,ISE,7.32,0,False,True,False,2026-08-05T11:06
STU00238,COL005,New Horizon College of Engineering,Bangalore,ISE,8.08,1,True,True,False,2026-08-09T19:47
STU00239,COL003,PES University,Bangalore,AI&ML,8.18,0,True,True,True,2026-07-06T19:31
STU00240,COL005,New Horizon College of Engineering,Bangalore,EEE,7.7,0,True,True,True,2026-08-01T13:43
STU00241,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.71,0,True,True,True,2026-08-02T15:20
STU00242,COL003,PES University,Bangalore,ISE,6.46,0,True,True,False,2026-07-27T13:47
STU00243,COL001,BMS Institute of Technology,Bangalore,ECE,7.96,1,True,True,False,2026-07-09T16:43
STU00244,COL006,CMR Institute of Technology,Bangalore,CSE,7.02,0,True,False,False,2026-08-23T15:35
STU00245,COL005,New Horizon College of Engineering,Bangalore,ISE,7.31,0,True,True,True,2026-07-14T12:29
STU00246,COL003,PES University,Bangalore,ECE,7.64,1,True,False,False,2026-07-11T17:44
STU00247,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,8.31,0,True,True,True,2026-07-22T15:28
STU00248,COL001,BMS Institute of Technology,Bangalore,ME,8.19,0,True,True,True,2026-07-27T12:53
STU00249,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.04,0,True,True,True,2026-08-05T17:38
STU00250,COL002,RV College of Engineering,Bangalore,ECE,6.88,0,True,True,True,2026-07-31T14:07
STU00251,COL006,CMR Institute of Technology,Bangalore,ISE,7.06,0,True,True,True,2026-08-18T10:18
STU00252,COL005,New Horizon College of Engineering,Bangalore,ME,7.24,0,True,True,True,2026-08-20T14:21
STU00253,COL001,BMS Institute of Technology,Bangalore,EEE,7.17,0,True,True,True,2026-07-31T09:27
STU00254,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.77,0,True,True,True,2026-07-19T13:04
STU00255,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,8.88,0,True,True,True,2026-08-01T17:34
STU00256,COL001,BMS Institute of Technology,Bangalore,CSE,7.11,0,False,True,False,2026-07-27T14:32
STU00257,COL005,New Horizon College of Engineering,Bangalore,CSE,7.41,1,True,True,False,2026-07-29T20:40
STU00258,COL001,BMS Institute of Technology,Bangalore,EEE,8.94,0,True,True,True,2026-07-14T16:37
STU00259,COL003,PES University,Bangalore,EEE,7.51,1,True,True,False,2026-07-14T20:41
STU00260,COL001,BMS Institute of Technology,Bangalore,CSE,8.0,0,True,True,True,2026-08-22T14:03
STU00261,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.57,0,True,True,True,2026-08-21T15:11
STU00262,COL002,RV College of Engineering,Bangalore,AI&ML,7.27,0,True,True,True,2026-08-18T20:43
STU00263,COL005,New Horizon College of Engineering,Bangalore,ECE,7.75,1,True,True,False,2026-07-26T19:59
