event_id,event_name,event_timestamp,application_id,candidate_id,company_id,job_id,event_version,eligibility_status,eligibility_reason,payment_id,amount,currency,payment_method,gateway,gateway_transaction_id,captured_amount,revenue_id,recognized_amount,revenue_type,refund_id,refund_amount,refund_reason,failure_code,failure_reason
PAE000144,payment_failed,2026-08-03 14:24:40,APP00033,CAN061,CMP015,JOB026,1.0,,,PAY00020,660.33,INR,,,,,,,,,,,TIMEOUT,demo_payment_failure
PAE000145,application_started,2026-08-02 18:53:00,APP00034,CAN083,CMP033,JOB052,1.0,,,,,,,,,,,,,,,,,
PAE000146,application_submitted,2026-08-02 19:01:00,APP00034,CAN083,CMP033,JOB052,1.0,,,,,,,,,,,,,,,,,
PAE000147,application_eligible,2026-08-03 04:01:00,APP00034,CAN083,CMP033,JOB052,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000148,payment_initiated,2026-08-03 04:10:00,APP00034,CAN083,CMP033,JOB052,1.0,,,PAY00021,1453.17,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000149,payment_captured,2026-08-03 04:11:00,APP00034,CAN083,CMP033,JOB052,1.0,,,PAY00021,1453.17,INR,,PayPerAppDemo,GTX000021,1453.17,,,,,,,,
PAE000150,revenue_recognized,2026-08-03 04:34:00,APP00034,CAN083,CMP033,JOB052,1.0,,,PAY00021,116.25,INR,,,,,REV00021,116.25,pay_per_application_fee,,,,,
PAE000151,application_started,2026-08-02 16:07:00,APP00035,CAN041,CMP028,JOB078,1.0,,,,,,,,,,,,,,,,,
PAE000152,application_submitted,2026-08-02 17:25:00,APP00035,CAN041,CMP028,JOB078,1.0,,,,,,,,,,,,,,,,,
PAE000153,application_eligible,2026-08-02 19:25:00,APP00035,CAN041,CMP028,JOB078,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000154,payment_initiated,2026-08-02 19:55:00,APP00035,CAN041,CMP028,JOB078,1.0,,,PAY00022,252.11,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000155,payment_captured,2026-08-02 19:56:39,APP00035,CAN041,CMP028,JOB078,1.0,,,PAY00022,252.11,INR,,PayPerAppDemo,GTX000022,252.11,,,,,,,,
PAE000156,revenue_recognized,2026-08-02 20:44:39,APP00035,CAN041,CMP028,JOB078,1.0,,,PAY00022,20.17,INR,,,,,REV00022,20.17,pay_per_application_fee,,,,,
PAE000157,application_started,2026-08-02 18:58:00,APP00036,CAN047,CMP028,JOB009,1.0,,,,,,,,,,,,,,,,,
PAE000158,application_submitted,2026-08-02 19:43:00,APP00036,CAN047,CMP028,JOB009,1.0,,,,,,,,,,,,,,,,,
PAE000159,application_eligible,2026-08-02 23:43:00,APP00036,CAN047,CMP028,JOB009,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000160,payment_initiated,2026-08-02 23:53:00,APP00036,CAN047,CMP028,JOB009,1.0,,,PAY00023,625.4,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000161,payment_captured,2026-08-02 23:53:56,APP00036,CAN047,CMP028,JOB009,1.0,,,PAY00023,625.4,INR,,PayPerAppDemo,GTX000023,625.4,,,,,,,,
PAE000162,revenue_recognized,2026-08-03 00:38:56,APP00036,CAN047,CMP028,JOB009,1.0,,,PAY00023,50.03,INR,,,,,REV00023,50.03,pay_per_application_fee,,,,,
PAE000163,application_started,2026-08-02 18:24:00,APP00037,CAN017,CMP013,JOB054,1.0,,,,,,,,,,,,,,,,,
PAE000164,application_submitted,2026-08-02 18:51:00,APP00037,CAN017,CMP013,JOB054,1.0,,,,,,,,,,,,,,,,,
PAE000165,application_eligible,2026-08-03 04:51:00,APP00037,CAN017,CMP013,JOB054,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000166,payment_initiated,2026-08-03 05:01:00,APP00037,CAN017,CMP013,JOB054,1.0,,,PAY00024,1292.16,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000167,payment_captured,2026-08-03 05:02:45,APP00037,CAN017,CMP013,JOB054,1.0,,,PAY00024,1292.16,INR,,PayPerAppDemo,GTX000024,1292.16,,,,,,,,
PAE000168,revenue_recognized,2026-08-03 05:40:45,APP00037,CAN017,CMP013,JOB054,1.0,,,PAY00024,103.37,INR,,,,,REV00024,103.37,pay_per_application_fee,,,,,
PAE000169,application_started,2026-08-02 15:43:00,APP00038,CAN042,CMP030,JOB057,1.0,,,,,,,,,,,,,,,,,
PAE000170,application_submitted,2026-08-02 16:48:00,APP00038,CAN042,CMP030,JOB057,1.0,,,,,,,,,,,,,,,,,
PAE000171,application_eligible,2026-08-03 16:48:00,APP00038,CAN042,CMP030,JOB057,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000172,payment_initiated,2026-08-03 17:05:00,APP00038,CAN042,CMP030,JOB057,1.0,,,PAY00025,355.99,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000173,payment_captured,2026-08-03 17:05:47,APP00038,CAN042,CMP030,JOB057,1.0,,,PAY00025,355.99,INR,,PayPerAppDemo,GTX000025,355.99,,,,,,,,
PAE000174,revenue_recognized,2026-08-03 17:11:47,APP00038,CAN042,CMP030,JOB057,1.0,,,PAY00025,28.48,INR,,,,,REV00025,28.48,pay_per_application_fee,,,,,
PAE000175,application_started,2026-08-02 11:51:00,APP00039,CAN097,CMP016,JOB040,1.0,,,,,,,,,,,,,,,,,
