event_id,event_name,event_timestamp,seller_id,job_id,session_id,source,platform,event_version,job_category,location,skill_count,publication_status,close_reason,changed_fields,pause_reason
E000108,job_post_completed,2026-08-04 08:42:00,S010,J0029,SESS_J0029,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,6.0,,,,
E000109,job_post_published,2026-08-04 09:13:00,S010,J0029,SESS_J0029,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,published,,,
E000110,job_post_started,2026-08-05 16:42:00,S022,J0030,SESS_J0030,synthetic_demo,mobile,1.0,Data Analyst,Mumbai,,,,,
E000111,job_post_completed,2026-08-05 17:27:00,S022,J0030,SESS_J0030,synthetic_demo,web,1.0,Data Analyst,Mumbai,2.0,,,,
E000112,job_post_published,2026-08-05 18:51:00,S022,J0030,SESS_J0030,synthetic_demo,web,1.0,Data Analyst,Mumbai,,published,,,
E000113,job_post_closed,2026-08-14 18:51:00,S022,J0030,SESS_J0030,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,expired,,
E000114,job_post_started,2026-08-05 11:45:00,S015,J0031,SESS_J0031,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,,,,
E000115,job_post_completed,2026-08-05 12:14:00,S015,J0031,SESS_J0031,synthetic_demo,web,1.0,UI/UX Designer,Chennai,3.0,,,,
E000116,job_post_published,2026-08-05 13:22:00,S015,J0031,SESS_J0031,synthetic_demo,web,1.0,UI/UX Designer,Chennai,,published,,,
E000117,job_post_started,2026-08-05 10:51:00,S025,J0032,SESS_J0032,synthetic_demo,web,1.0,UI/UX Designer,Hyderabad,,,,,
E000118,job_post_completed,2026-08-05 11:29:00,S025,J0032,SESS_J0032,synthetic_demo,web,1.0,UI/UX Designer,Hyderabad,6.0,,,,
E000119,job_post_published,2026-08-05 12:33:00,S025,J0032,SESS_J0032,synthetic_demo,web,1.0,UI/UX Designer,Hyderabad,,published,,,
E000120,job_post_started,2026-08-05 15:39:00,S018,J0033,SESS_J0033,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,,,,
E000121,job_post_completed,2026-08-05 16:16:00,S018,J0033,SESS_J0033,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,3.0,,,,
E000122,job_post_published,2026-08-05 17:15:00,S018,J0033,SESS_J0033,synthetic_demo,web,1.0,Digital Marketer,Mumbai,,published,,,
E000123,job_post_started,2026-08-05 15:04:00,S016,J0034,SESS_J0034,synthetic_demo,mobile,1.0,Software Developer,Mumbai,,,,,
E000124,job_post_completed,2026-08-05 15:27:00,S016,J0034,SESS_J0034,synthetic_demo,mobile,1.0,Software Developer,Mumbai,4.0,,,,
E000125,job_post_published,2026-08-05 16:02:00,S016,J0034,SESS_J0034,synthetic_demo,web,1.0,Software Developer,Mumbai,,published,,,
E000126,job_post_edited,2026-08-05 18:30:00,S016,J0034,SESS_J0034,synthetic_demo,web,1.0,Software Developer,Mumbai,,,,salary,
E000127,job_post_closed,2026-08-13 16:02:00,S016,J0034,SESS_J0034,synthetic_demo,mobile,1.0,Software Developer,Mumbai,,,seller_closed,,
E000128,job_post_started,2026-08-05 14:24:00,S014,J0035,SESS_J0035,synthetic_demo,web,1.0,Data Analyst,Hyderabad,,,,,
E000129,job_post_completed,2026-08-05 15:06:00,S014,J0035,SESS_J0035,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,6.0,,,,
E000130,job_post_published,2026-08-05 16:40:00,S014,J0035,SESS_J0035,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,,published,,,
E000131,job_post_started,2026-08-05 16:51:00,S027,J0036,SESS_J0036,synthetic_demo,web,1.0,UI/UX Designer,Chennai,,,,,
E000132,job_post_completed,2026-08-05 17:34:00,S027,J0036,SESS_J0036,synthetic_demo,web,1.0,UI/UX Designer,Chennai,5.0,,,,
E000133,job_post_published,2026-08-05 19:33:00,S027,J0036,SESS_J0036,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,published,,,
E000134,job_post_edited,2026-08-05 22:55:00,S027,J0036,SESS_J0036,synthetic_demo,web,1.0,UI/UX Designer,Chennai,,,,salary,
E000135,job_post_started,2026-08-05 14:37:00,S020,J0037,SESS_J0037,synthetic_demo,web,1.0,Digital Marketer,Bengaluru,,,,,
E000136,job_post_completed,2026-08-05 15:18:00,S020,J0037,SESS_J0037,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,2.0,,,,
E000137,job_post_published,2026-08-05 16:47:00,S020,J0037,SESS_J0037,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,,published,,,
E000138,job_post_edited,2026-08-05 19:30:00,S020,J0037,SESS_J0037,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,,,,salary,
E000139,job_post_started,2026-08-05 14:16:00,S025,J0038,SESS_J0038,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,,,,,
E000140,job_post_completed,2026-08-05 14:26:00,S025,J0038,SESS_J0038,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,7.0,,,,
E000141,job_post_started,2026-08-06 08:15:00,S008,J0039,SESS_J0039,synthetic_demo,web,1.0,Data Analyst,Bengaluru,,,,,
E000142,job_post_completed,2026-08-06 08:32:00,S008,J0039,SESS_J0039,synthetic_demo,web,1.0,Data Analyst,Bengaluru,6.0,,,,
E000143,job_post_published,2026-08-06 10:24:00,S008,J0039,SESS_J0039,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,published,,,
E000144,job_post_closed,2026-08-19 10:24:00,S008,J0039,SESS_J0039,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,,seller_closed,,
E000145,job_post_started,2026-08-06 09:49:00,S006,J0040,SESS_J0040,synthetic_demo,web,1.0,Digital Marketer,Chennai,,,,,
E000146,job_post_completed,2026-08-06 10:04:00,S006,J0040,SESS_J0040,synthetic_demo,web,1.0,Digital Marketer,Chennai,6.0,,,,
E000147,job_post_started,2026-08-06 11:04:00,S019,J0041,SESS_J0041,synthetic_demo,web,1.0,UI/UX Designer,Pune,,,,,
E000148,job_post_completed,2026-08-06 11:46:00,S019,J0041,SESS_J0041,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,2.0,,,,
E000149,job_post_published,2026-08-06 13:19:00,S019,J0041,SESS_J0041,synthetic_demo,web,1.0,UI/UX Designer,Pune,,published,,,
E000150,job_post_closed,2026-08-16 13:19:00,S019,J0041,SESS_J0041,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,seller_closed,,
E000151,job_post_started,2026-08-06 08:54:00,S003,J0042,SESS_J0042,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,,,,
E000152,job_post_completed,2026-08-06 09:25:00,S003,J0042,SESS_J0042,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,2.0,,,,
E000153,job_post_started,2026-08-06 14:11:00,S021,J0043,SESS_J0043,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,,,,
E000154,job_post_completed,2026-08-06 14:49:00,S021,J0043,SESS_J0043,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,6.0,,,,
E000155,job_post_published,2026-08-06 16:17:00,S021,J0043,SESS_J0043,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,published,,,
E000156,job_post_started,2026-08-06 15:36:00,S009,J0044,SESS_J0044,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,,,,
E000157,job_post_completed,2026-08-06 16:20:00,S009,J0044,SESS_J0044,synthetic_demo,web,1.0,UI/UX Designer,Hyderabad,4.0,,,,
E000158,job_post_published,2026-08-06 17:50:00,S009,J0044,SESS_J0044,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,published,,,
E000159,job_post_edited,2026-08-06 20:08:00,S009,J0044,SESS_J0044,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,,,location,
E000160,job_post_started,2026-08-06 08:33:00,S023,J0045,SESS_J0045,synthetic_demo,web,1.0,Business Analyst,Chennai,,,,,
E000161,job_post_completed,2026-08-06 08:50:00,S023,J0045,SESS_J0045,synthetic_demo,mobile,1.0,Business Analyst,Chennai,7.0,,,,
E000162,job_post_published,2026-08-06 09:05:00,S023,J0045,SESS_J0045,synthetic_demo,web,1.0,Business Analyst,Chennai,,published,,,
E000163,job_post_started,2026-08-06 12:14:00,S026,J0046,SESS_J0046,synthetic_demo,web,1.0,Data Analyst,Bengaluru,,,,,
E000164,job_post_completed,2026-08-06 12:44:00,S026,J0046,SESS_J0046,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,4.0,,,,
E000165,job_post_published,2026-08-06 14:17:00,S026,J0046,SESS_J0046,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,published,,,
E000166,job_post_started,2026-08-06 12:16:00,S023,J0047,SESS_J0047,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,,,,,
E000167,job_post_completed,2026-08-06 12:35:00,S023,J0047,SESS_J0047,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,4.0,,,,
E000168,job_post_published,2026-08-06 12:55:00,S023,J0047,SESS_J0047,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,,published,,,
E000169,job_post_edited,2026-08-06 17:32:00,S023,J0047,SESS_J0047,synthetic_demo,mobile,1.0,UI/UX Designer,Mumbai,,,,location,
E000170,job_post_started,2026-08-06 10:19:00,S010,J0048,SESS_J0048,synthetic_demo,web,1.0,Software Developer,Mumbai,,,,,
E000171,job_post_completed,2026-08-06 10:24:00,S010,J0048,SESS_J0048,synthetic_demo,web,1.0,Software Developer,Mumbai,4.0,,,,
E000172,job_post_started,2026-08-07 09:55:00,S010,J0049,SESS_J0049,synthetic_demo,mobile,1.0,Software Developer,Pune,,,,,
E000173,job_post_completed,2026-08-07 10:00:00,S010,J0049,SESS_J0049,synthetic_demo,mobile,1.0,Software Developer,Pune,5.0,,,,
E000174,job_post_published,2026-08-07 11:18:00,S010,J0049,SESS_J0049,synthetic_demo,web,1.0,Software Developer,Pune,,published,,,
E000175,job_post_started,2026-08-07 15:04:00,S004,J0050,SESS_J0050,synthetic_demo,web,1.0,Data Analyst,Pune,,,,,
E000176,job_post_completed,2026-08-07 15:45:00,S004,J0050,SESS_J0050,synthetic_demo,web,1.0,Data Analyst,Pune,3.0,,,,
E000177,job_post_published,2026-08-07 17:10:00,S004,J0050,SESS_J0050,synthetic_demo,mobile,1.0,Data Analyst,Pune,,published,,,
E000178,job_post_edited,2026-08-07 19:47:00,S004,J0050,SESS_J0050,synthetic_demo,mobile,1.0,Data Analyst,Pune,,,,skills,
E000179,job_post_started,2026-08-07 15:58:00,S008,J0051,SESS_J0051,synthetic_demo,mobile,1.0,Digital Marketer,Pune,,,,,
E000180,job_post_completed,2026-08-07 16:31:00,S008,J0051,SESS_J0051,synthetic_demo,web,1.0,Digital Marketer,Pune,4.0,,,,
E000181,job_post_published,2026-08-07 17:14:00,S008,J0051,SESS_J0051,synthetic_demo,web,1.0,Digital Marketer,Pune,,published,,,
E000182,job_post_closed,2026-08-19 17:14:00,S008,J0051,SESS_J0051,synthetic_demo,web,1.0,Digital Marketer,Pune,,,position_filled,,
E000183,job_post_started,2026-08-07 09:10:00,S008,J0052,SESS_J0052,synthetic_demo,mobile,1.0,Software Developer,Chennai,,,,,
E000184,job_post_completed,2026-08-07 09:15:00,S008,J0052,SESS_J0052,synthetic_demo,mobile,1.0,Software Developer,Chennai,7.0,,,,
E000185,job_post_published,2026-08-07 10:12:00,S008,J0052,SESS_J0052,synthetic_demo,web,1.0,Software Developer,Chennai,,published,,,
E000186,job_post_started,2026-08-07 17:42:00,S003,J0053,SESS_J0053,synthetic_demo,web,1.0,Software Developer,Mumbai,,,,,
E000187,job_post_completed,2026-08-07 17:59:00,S003,J0053,SESS_J0053,synthetic_demo,web,1.0,Software Developer,Mumbai,6.0,,,,
E000188,job_post_published,2026-08-07 18:58:00,S003,J0053,SESS_J0053,synthetic_demo,mobile,1.0,Software Developer,Mumbai,,published,,,
