support,itemsets,itemset_size
0.0253649446112434,SUKI  SHOULDER BAG,1
0.02515788383890672,DOORMAT KEEP CALM AND COME IN,1
0.024847292680401697,DOORMAT WELCOME TO OUR HOME,1
0.02474376229423336,STRAWBERRY SHOPPER BAG,1
0.02474376229423336,WOOD 2 DRAWER CABINET WHITE FINISH,1
0.024640231908065018,PACK OF 12 HEARTS DESIGN TISSUES,1
0.024640231908065018,RED STRIPE CERAMIC DRAWER KNOB,1
0.024640231908065018,SMALL DOLLY MIX DESIGN ORANGE BOWL,1
0.024536701521896676,CARD BILLBOARD FONT,1
0.024536701521896676,PAPER BUNTING COLOURED LACE,1
0.024536701521896676,RED DINER WALL CLOCK,1
0.024433171135728335,ALARM CLOCK BAKELIKE IVORY,1
0.024433171135728335,PINK FAIRY CAKE CHILDRENS APRON,1
0.024329640749559997,BLUE STRIPE CERAMIC DRAWER KNOB,1
0.024329640749559997,POTTING SHED TEA MUG,1
0.024329640749559997,VINTAGE CREAM DOG FOOD CONTAINER,1
0.024226110363391656,RECIPE BOX RETROSPOT,1
0.024226110363391656,VINTAGE HEADS AND TAILS CARD GAME,1
0.024122579977223314,PINK HAPPY BIRTHDAY BUNTING,1
0.024122579977223314,YOU'RE CONFUSING ME METAL SIGN,1
0.024019049591054973,HAND WARMER BABUSHKA DESIGN,1
0.024019049591054973,WATERING CAN BLUE ELEPHANT,1
0.024019049591054973,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1
0.023811988818718294,FOUR HOOK  WHITE LOVEBIRDS,1
0.023811988818718294,RED RETROSPOT CUP,1
0.023708458432549952,RECIPE BOX BLUE SKETCHBOOK DESIGN,1
0.023708458432549952,WHITE SPOT RED CERAMIC DRAWER KNOB,1
0.023604928046381615,GARLAND WOODEN HAPPY EASTER,1
0.023604928046381615,PLASTERS IN TIN SKULLS,1
0.023501397660213273,HEART IVORY TRELLIS SMALL,1
0.023397867274044932,PLASTERS IN TIN STRONGMAN,1
0.023397867274044932,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1
0.02329433688787659,LUNCH BAG VINTAGE LEAF DESIGN,1
0.02329433688787659,RED SPOTTY BISCUIT TIN,1
0.023190806501708253,BLUE HAPPY BIRTHDAY BUNTING,1
0.023190806501708253,TOILET METAL SIGN,1
0.02308727611553991,JUMBO BAG VINTAGE LEAF,1
0.02308727611553991,SKULL LUNCH BOX WITH CUTLERY,1
0.02298374572937157,IVORY DINER WALL CLOCK,1
0.02298374572937157,POPPY'S PLAYHOUSE KITCHEN,1
0.02298374572937157,RETROSPOT LARGE MILK JUG,1
0.02298374572937157,SET 20 NAPKINS FAIRY CAKES DESIGN,1
0.02288021534320323,KNITTED UNION FLAG HOT WATER BOTTLE,1
0.02277668495703489,FELTCRAFT CUSHION BUTTERFLY,1
0.02277668495703489,FINE WICKER HEART,1
0.02277668495703489,MEMO BOARD RETROSPOT  DESIGN,1
0.02277668495703489,PACK OF 20 NAPKINS RED APPLES,1
0.02277668495703489,WOODEN ROUNDERS GARDEN SET,1
0.02267315457086655,CHARLOTTE BAG APPLES DESIGN,1
0.02267315457086655,PINK BLUE FELT CRAFT TRINKET BOX,1
0.02267315457086655,POPPY'S PLAYHOUSE BEDROOM,1
0.02267315457086655,SET/10 RED POLKADOT PARTY CANDLES,1
0.022569624184698208,CIRCUS PARADE LUNCH BOX,1
0.022569624184698208,JAM JAR WITH PINK LID,1
0.022569624184698208,JUMBO BAG CHARLIE AND LOLA TOYS,1
0.022569624184698208,METAL SIGN TAKE IT OR LEAVE IT,1
0.022569624184698208,RED RETROSPOT OVEN GLOVE,1
0.022569624184698208,SET OF 3 NOTEBOOKS IN PARCEL,1
0.02246609379852987,FELTCRAFT CUSHION OWL,1
0.02246609379852987,HOT WATER BOTTLE I AM SO POORLY,1
0.02246609379852987,TRADITIONAL KNITTING NANCY,1
0.02236256341236153,ANTIQUE SILVER TEA GLASS ETCHED,1
0.02236256341236153,SET OF 72 RETROSPOT PAPER  DOILIES,1
0.022259033026193187,SET/20 STRAWBERRY PAPER NAPKINS,1
0.022155502640024846,IVORY HANGING DECORATION  HEART,1
0.02205197225385651,AREA PATROLLED METAL SIGN,1
0.02205197225385651,LARGE HEART MEASURING SPOONS,1
0.02205197225385651,SOLDIERS EGG CUP,1
0.021948441867688167,CERAMIC STRAWBERRY CAKE MONEY BANK,1
0.021948441867688167,SCANDINAVIAN PAISLEY PICNIC BAG,1
0.021948441867688167,SET 3 PAPER VINTAGE CHICK PAPER EGG,1
0.021948441867688167,WATERING CAN PINK BUNNY,1
0.021844911481519826,GREY HEART HOT WATER BOTTLE,1
0.021844911481519826,PACK OF 60 MUSHROOM CAKE CASES,1
0.021844911481519826,PINK VINTAGE PAISLEY PICNIC BAG,1
0.021741381095351484,FAWN BLUE HOT WATER BOTTLE,1
0.021741381095351484,I'M ON HOLIDAY METAL SIGN,1
0.021741381095351484,RED RETROSPOT MINI CASES,1
0.021637850709183146,60 CAKE CASES DOLLY GIRL DESIGN,1
0.021637850709183146,SMALL MARSHMALLOWS PINK BOWL,1
0.021534320323014805,12 PENCILS SMALL TUBE RED RETROSPOT,1
0.021534320323014805,NATURAL SLATE RECTANGLE CHALKBOARD,1
0.021534320323014805,SET 7 BABUSHKA NESTING BOXES,1
0.021430789936846464,ANTIQUE SILVER T-LIGHT GLASS,1
0.021430789936846464,SET/10 PINK POLKADOT PARTY CANDLES,1
0.021327259550678122,ENAMEL MEASURING JUG CREAM,1
0.021327259550678122,PARTY METAL SIGN,1
0.021223729164509784,BLUE SPOT CERAMIC DRAWER KNOB,1
0.021223729164509784,PINK BABY BUNTING,1
0.021223729164509784,"RECORD FRAME 7"" SINGLE SIZE",1
0.021223729164509784,SET OF 36 TEATIME PAPER DOILIES,1
0.021120198778341443,RED RETROSPOT SMALL MILK JUG,1
0.021120198778341443,RETROSPOT RED WASHING UP GLOVES,1
0.021016668392173102,12 PENCILS SMALL TUBE SKULL,1
0.020913138006004764,WOODEN BOX OF DOMINOES,1
0.020809607619836423,PACK OF 6 BIRDY GIFT TAGS,1
0.020809607619836423,TEA PARTY BIRTHDAY CARD,1
0.02070607723366808,BLUE POLKADOT CUP,1
0.02070607723366808,CREAM CUPID HEARTS COAT HANGER,1
0.02070607723366808,LUNCH BAG SUKI  DESIGN,1
0.02070607723366808,RED SPOT CERAMIC DRAWER KNOB,1
0.02060254684749974,BLUE HARMONICA IN BOX,1
0.02060254684749974,HEART IVORY TRELLIS LARGE,1
0.020499016461331402,CHARLOTTE BAG DOLLY GIRL DESIGN,1
0.020499016461331402,GARDENERS KNEELING PAD KEEP CALM,1
0.020499016461331402,WHITE METAL LANTERN,1
0.02039548607516306,PAPER CHAIN KIT 50'S CHRISTMAS,1
0.02039548607516306,TOILET SIGN OCCUPIED OR VACANT,1
0.02029195568899472,3 STRIPEY MICE FELTCRAFT,1
0.02029195568899472,GLASS  BEURRE DISH,1
0.02029195568899472,RED RETROSPOT ROUND CAKE TINS,1
0.02029195568899472,SET 2 PANTRY DESIGN TEA TOWELS,1
0.020188425302826378,BLUE POLKADOT BOWL,1
0.020188425302826378,IVORY GIANT GARDEN THERMOMETER,1
0.020188425302826378,PINK HEART SHAPE EGG FRYING PAN,1
0.020188425302826378,RED RETROSPOT OVEN GLOVE DOUBLE,1
0.02008489491665804,3 PIECE SPACEBOY COOKIE CUTTER SET,1
0.02008489491665804,JUMBO BAG DOLLY GIRL DESIGN,1
0.02008489491665804,VINTAGE CREAM CAT FOOD CONTAINER,1
0.04503571798322808,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",2
0.04400041412154467,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",2
0.03851330365462263,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",2
0.036856817475929185,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.033647375504710635,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",2
0.03292266280153225,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",2
0.031369707009007146,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",2
0.0307485246919971,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",2
0.03064499430582876,"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",2
0.030541463919660422,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",2
0.03043793353349208,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",2
0.030230872761155398,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",2
0.03002381198881872,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",2
0.029816751216482036,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",2
0.029092038513303654,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",2
0.028988508127135316,"JUMBO BAG RED RETROSPOT, JUMBO BAG WOODLAND ANIMALS",2
0.028677916968630292,"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",2
0.028574386582461954,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",2
0.02805673465162025,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",2
0.02774614349311523,"SET OF 3 CAKE TINS PANTRY DESIGN, SET OF 6 SPICE TINS PANTRY DESIGN",2
0.027539082720778547,"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY",2
0.02743555233461021,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",2
0.027228491562273527,"JAM MAKING SET PRINTED, JAM MAKING SET WITH JARS",2
0.027021430789936848,"DOLLY GIRL LUNCH BOX, SPACEBOY LUNCH BOX",2
0.026917900403768506,"JUMBO BAG WOODLAND ANIMALS, JUMBO STORAGE BAG SUKI",2
0.026607309245263486,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",2
0.026400248472926803,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.026296718086758465,"PARTY BUNTING, WHITE HANGING HEART T-LIGHT HOLDER",2
0.026193187700590124,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",2
0.02567553576974842,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",2
0.02557200538358008,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",2
0.02557200538358008,"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",2
0.02515788383890672,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",2
0.02515788383890672,"RED HANGING HEART T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2
0.024950823066570038,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",2
0.024847292680401697,"PARTY BUNTING, REGENCY CAKESTAND 3 TIER",2
0.024847292680401697,"WOODEN FRAME ANTIQUE WHITE, WOODEN PICTURE FRAME WHITE FINISH",2
0.024640231908065018,"RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",2
0.024329640749559997,"JUMBO BAG PINK POLKADOT, JUMBO BAG WOODLAND ANIMALS",2
0.024226110363391656,"HEART OF WICKER SMALL, WHITE HANGING HEART T-LIGHT HOLDER",2
0.024122579977223314,"NATURAL SLATE HEART CHALKBOARD, WHITE HANGING HEART T-LIGHT HOLDER",2
0.023915519204886635,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",2
0.023811988818718294,"DOTCOM POSTAGE, JUMBO STORAGE BAG SUKI",2
0.023708458432549952,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED",2
0.023604928046381615,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI",2
0.023501397660213273,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",2
0.023190806501708253,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK POLKADOT",2
0.023190806501708253,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",2
0.02288021534320323,"JUMBO BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",2
0.022569624184698208,"JUMBO BAG WOODLAND ANIMALS, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.022569624184698208,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",2
0.02236256341236153,"JUMBO BAG RED RETROSPOT, JUMBO BAG SPACEBOY DESIGN",2
0.02236256341236153,"JUMBO BAG RED RETROSPOT, RECYCLING BAG RETROSPOT",2
0.02236256341236153,"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",2
0.022259033026193187,"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",2
0.022259033026193187,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.022155502640024846,"DOTCOM POSTAGE, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.022155502640024846,"SET/6 RED SPOTTY PAPER CUPS, SET/6 RED SPOTTY PAPER PLATES",2
0.02205197225385651,"JUMBO BAG RED RETROSPOT, JUMBO BAG TOYS",2
0.02205197225385651,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",2
0.02205197225385651,"SET/20 RED RETROSPOT PAPER NAPKINS, SET/6 RED SPOTTY PAPER PLATES",2
0.021948441867688167,"JAM MAKING SET WITH JARS, SET OF 3 CAKE TINS PANTRY DESIGN",2
0.021844911481519826,"DOTCOM POSTAGE, JUMBO BAG PINK POLKADOT",2
0.021741381095351484,"DOTCOM POSTAGE, JUMBO BAG WOODLAND ANIMALS",2
0.021741381095351484,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.021637850709183146,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",2
0.021534320323014805,"PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",2
0.021327259550678122,"CANDLEHOLDER PINK HANGING HEART, WHITE HANGING HEART T-LIGHT HOLDER",2
0.021327259550678122,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",2
0.020913138006004764,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED",2
0.02070607723366808,"PACK OF 72 RETROSPOT CAKE CASES, PACK OF 72 SKULL CAKE CASES",2
0.02060254684749974,"DOTCOM POSTAGE, PICNIC BASKET WICKER SMALL",2
0.02060254684749974,"JUMBO BAG RED RETROSPOT, SMALL POPCORN HOLDER",2
0.02039548607516306,"COOK WITH WINE METAL SIGN, GIN + TONIC DIET METAL SIGN",2
0.02039548607516306,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",2
0.02039548607516306,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",2
0.02039548607516306,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",2
0.02029195568899472,"DOTCOM POSTAGE, RECYCLING BAG RETROSPOT",2
0.020188425302826378,"ASSORTED COLOUR BIRD ORNAMENT, WHITE HANGING HEART T-LIGHT HOLDER",2
0.020188425302826378,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",2
0.020188425302826378,"JUMBO BAG RED RETROSPOT, RED RETROSPOT CHARLOTTE BAG",2
0.028988508127135316,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",3
0.023811988818718294,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",3
0.02246609379852987,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",3
0.022155502640024846,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",3
0.020913138006004764,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",3
