2026-09-08 21:51:23,976 | INFO | ======================================================================
2026-09-08 21:58:25,385 | INFO | Basket validation passed: 9659 baskets x 3514 products.
2026-09-08 21:58:25,385 | INFO | STAGE 4/6 — Mining frequent itemsets.
2026-09-08 21:58:25,385 | INFO | Mining frequent itemsets: support >= 0.0200, max length = 3.
2026-09-08 21:58:26,944 | INFO | Frequent-itemset mining complete: 388 itemsets.
2026-09-08 21:58:26,944 | INFO | STAGE 5/6 — Generating and filtering rules.
2026-09-08 21:58:26,944 | INFO | Generating association rules: confidence >= 0.30, lift >= 1.20.
2026-09-08 21:58:26,954 | INFO | Rule generation complete: 156 rules passed the thresholds.
2026-09-08 21:58:26,954 | INFO | Creating business-focused one-to-one rules.
2026-09-08 21:58:26,959 | INFO | Business-rule selection complete: 75 unique one-to-one rules; reporting top 10.
2026-09-08 21:58:26,959 | INFO | STAGE 6/6 — Writing outputs.
2026-09-08 21:58:26,968 | INFO | Output written: outputs/market_basket_final_rules.csv
2026-09-08 21:58:26,968 | INFO | Output written: outputs/frequent_itemsets.csv
2026-09-08 21:58:26,968 | INFO | Output written: outputs/pipeline_summary.json
2026-09-08 21:58:26,968 | INFO | DAY 19 PIPELINE COMPLETE.
2026-09-08 21:58:26,968 | INFO | ======================================================================
